client_id,total_spending,avg_transaction,transaction_count,Chip Transaction,Online Transaction,Swipe Transaction,past_3_months_sum,past_6_months_sum,past_9_months_sum,past_3_months_avg,past_6_months_avg,past_9_months_avg,past_3_months_max,past_3_months_min,past_6_months_max,past_6_months_min,past_9_months_max,past_9_months_min,rate_of_change_3m,rate_of_change_6m,rate_of_change_9m,spending_volatility_3m,spending_volatility_6m,spending_volatility_9m,num_unique_merchants,category_diversity,top_5_merchant_categories,avg_time_between_transactions_seconds,spending_consistency_3m,spending_consistency_6m,spending_consistency_9m,chip_transaction_ratio,online_transaction_ratio,swipe_transaction_ratio,absolute_change_3m_vs_6m,absolute_change_6m_vs_9m,growth_rate_3m_vs_6m,growth_rate_6m_vs_9m,proportion_recent_3m_vs_6m,proportion_recent_6m_vs_9m,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,debt_to_income_ratio
465,22414.73,38.71283246977547,579,489,56,34,7582.67,14182.199999999999,20630.76,2527.556666666667,2363.7,2292.3066666666664,4039.72,1385.1,4039.72,1125.2,4039.72,1125.2,0.8770286059429863,2.5106888596239343,4.106977711326527,1365.3805698900703,1153.3596283726947,1018.0887700736118,101,45,"['Utilities - Electric, Gas, Water, Sanitary', 'Telecommunication Services', 'Coated and Laminated Products', 'Department Stores', 'Amusement Parks, Carnivals, Circuses']",45340.06920415225,0.3382895979563439,0.632717860085756,0.9204108191354524,0.844559585492228,0.09671848013816926,0.05872193436960276,983.1400000000012,7733.639999999999,0.14897121461679874,1.1992817001004874,0.5346610539972643,0.6874298377762138,47,72,1972,5,Male,38318 West Drive,34.42,-84.11,20581.0,41965.0,55700.0,724,2,1.3272965566543549
467,33976.97,34.81246926229508,976,824,52,100,10137.66,19341.019999999997,30020.870000000003,3379.22,3223.5033333333326,3335.6522222222225,4845.83,2254.15,4845.83,2254.15,4845.83,2254.15,2.3373034684364384,5.367036685891864,8.882828342682576,1329.1683431003012,862.4410172450443,730.8679610534616,126,51,"['Grocery Stores, Supermarkets', 'Department Stores', 'Drug Stores and Pharmacies', 'Wholesale Clubs', 'Money Transfer']",26888.43076923077,0.2983685714176396,0.5692391051939003,0.8835652502268448,0.8442622950819673,0.05327868852459016,0.10245901639344263,934.3000000000029,8661.169999999991,0.10151727195285232,0.8109823639845115,0.5241533280044176,0.6442524816902373,38,65,1981,9,Male,969 Lexington Lane,35.06,-85.25,21988.0,44831.0,20906.0,705,3,0.46632910262987665
468,26143.55,39.432202111613876,663,340,19,304,8778.59,16799.6,23359.76,2926.1966666666667,2799.933333333333,2595.5288888888886,3018.85,2804.02,3037.0,2044.8700000000001,3037.0,1342.9,1.97003437402731,4.68375894875022,6.9032384664311905,110.41604336930884,378.92226937284494,592.3286343206034,63,35,"['Eating Places and Restaurants', 'Money Transfer', 'Fast Food Restaurants', 'Telecommunication Services', 'Utilities - Electric, Gas, Water, Sanitary']",39415.64954682779,0.3357841609115824,0.6425906198660855,0.8935190515442624,0.5128205128205128,0.02865761689291101,0.45852187028657615,757.5800000000017,10239.439999999999,0.09444945212635347,1.560852174337211,0.5225475606562061,0.7191683476200098,48,65,1971,9,Female,76 Lexington Boulevard,41.65,-91.53,23238.0,47374.0,35312.0,714,2,0.7453877654409592
469,41219.92,41.219919999999995,1000,865,55,80,12628.02,25179.54,38300.579999999994,4209.34,4196.59,4255.619999999999,4659.2699999999995,3310.67,5349.54,3080.45,5349.54,3080.45,1.7103001113908405,4.404181341712329,7.220296312512476,778.2712770621813,870.9301067938804,780.3194447308101,121,47,"['Automotive Service Shops', 'Grocery Stores, Supermarkets', 'Wholesale Clubs', 'Utilities - Electric, Gas, Water, Sanitary', 'Service Stations']",26167.207207207208,0.3063572175782971,0.6108585363581492,0.9291764758398365,0.865,0.055,0.08,76.5,12058.500000000007,0.006094879345290405,0.9190201386475472,0.5015190904996676,0.6574192871230672,67,67,1952,3,Female,488 Bayview Boulevard,33.88,-117.85,26675.0,46945.0,17835.0,682,4,0.3799126637554585
470,38612.79,48.02585820895523,804,321,40,443,10885.27,24173.780000000002,34908.81,3628.4233333333336,4028.9633333333336,3878.756666666666,4799.9,2837.38,4945.93,2837.38,4945.93,2837.38,2.836380745617436,7.519754139382107,11.303184628072374,1035.093391164938,853.0243268199721,750.0261887760986,82,49,"['Money Transfer', 'Telecommunication Services', 'Utilities - Electric, Gas, Water, Sanitary', 'Dentists and Orthodontists', 'Grocery Stores, Supermarkets']",32637.833125778332,0.28190840392522787,0.6260562886028179,0.9040737538002304,0.39925373134328357,0.04975124378109453,0.5509950248756219,-2403.2400000000016,13438.750000000007,-0.18085097576778741,1.2518595662983723,0.4502924242712559,0.6924836452459996,56,65,1964,2,Male,281 Martin Luther King Avenue,35.14,-96.49,14004.0,28553.0,94214.0,747,3,3.299618253773684
472,46627.02,28.907017978921264,1613,1373,54,186,15421.099999999999,29292.96,41073.81,5140.366666666666,4882.16,4563.756666666666,5754.34,4471.44,5982.53,3788.29,5982.53,3516.21,1.968267594681367,4.638336040898347,6.905924947837669,643.2130316880508,899.4411848030986,909.0460669707558,91,38,"['Service Stations', 'Miscellaneous Food Stores', 'Money Transfer', 'Hospitals', 'Department Stores']",16253.821339950373,0.3307331242700048,0.6282400204859757,0.8809014601404936,0.8512089274643522,0.03347799132052077,0.1153130812151271,1549.239999999998,17512.11,0.11168221132566192,1.4864895147633663,0.5264438964174327,0.7131785436997444,50,64,1969,4,Male,4480 Hillside Avenue,42.34,-88.11,22578.0,46039.0,79738.0,672,4,1.7319663763331088
473,11194.66,20.098132854578097,557,535,15,7,4032.36,7097.1,9912.27,1344.1200000000001,1182.8500000000001,1101.3633333333335,1604.56,1200.68,1604.56,680.58,1604.56,680.58,2.358396908418563,4.910900489722491,7.255546856781157,225.93475518388092,317.6155743662455,316.8919546154493,48,31,"['Drug Stores and Pharmacies', 'Service Stations', 'Eating Places and Restaurants', 'Money Transfer', 'Grocery Stores, Supermarkets']",47031.36690647482,0.3602038829227507,0.6339719116078559,0.885446275277677,0.9605026929982047,0.026929982046678635,0.012567324955116697,967.6199999999999,4281.93,0.3157266195501085,1.5210200449706415,0.5681700976455172,0.7159913924862822,33,66,1986,10,Female,26191 George Drive,42.38,-83.1,13820.0,28181.0,37929.0,682,2,1.3459068166495156
474,71495.68,48.50453188602442,1474,1353,71,50,21520.949999999997,45613.08,64255.08,7173.649999999999,7602.18,7139.453333333334,8143.82,6473.61,8863.5,6473.61,8863.5,4552.37,2.117387941224187,5.607220664240852,8.307582218926,867.2531485673607,1035.3378831473333,1360.8945929791919,95,47,"['Eating Places and Restaurants', 'Fast Food Restaurants', 'Telecommunication Services', 'Utilities - Electric, Gas, Water, Sanitary', 'Cable, Satellite, and Other Pay Television Services']",17812.668024439918,0.3010104946200945,0.6379837215339446,0.8987267482454885,0.917910447761194,0.04816824966078698,0.033921302578018994,-2571.1800000000076,26971.08,-0.10672281778323489,1.4467911168329581,0.4718153213946525,0.7098750791377118,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,39705.0,80957.0,161166.0,683,6,1.9907605271934483
476,46236.62,32.24311018131102,1434,1317,54,63,14844.56,29079.44,42207.97,4948.1866666666665,4846.573333333333,4689.774444444444,5321.58,4274.78,5321.58,4274.78,5321.58,4122.18,2.4725904023131013,5.802558260308133,8.873717477858511,584.3402776921465,429.80338680222934,441.5452240459383,77,38,"['Service Stations', 'Miscellaneous Food Stores', 'Department Stores', 'Telecommunication Services', 'Wholesale Clubs']",18271.402651779485,0.32105634019095686,0.6289265954129,0.9128688472470522,0.9184100418410042,0.03765690376569038,0.043933054393305436,609.6800000000003,15950.909999999996,0.04283000629439804,1.214980656631016,0.5104830079258748,0.6889561379047606,68,71,1951,9,Male,26 El Camino Street,40.93,-76.25,20340.0,41473.0,98151.0,724,3,2.3666240686711837
477,42704.24,50.41822904368359,847,536,47,264,13125.599999999999,27072.309999999998,39329.479999999996,4375.2,4512.051666666666,4369.942222222222,4803.8099999999995,3897.16,5323.7,3844.2,5818.31,3015.43,1.9664853332369028,5.118547765575878,7.8887613201555835,455.34168412303467,573.9017526865255,908.0435452495901,123,51,"['Insurance Sales, Underwriting', 'Telecommunication Services', 'Utilities - Electric, Gas, Water, Sanitary', 'Wholesale Clubs', 'Eating Places and Restaurants']",30844.113475177306,0.307360580588719,0.6339489942919017,0.9209736550749995,0.6328217237308147,0.05548996458087367,0.3116883116883117,-821.1100000000006,14815.14,-0.058874817071553176,1.2086917290043298,0.48483487371413814,0.6883465024200676,57,67,1962,3,Male,45 Maple Lane,44.75,-68.67,24259.0,49467.0,77465.0,697,5,1.5659934906099016
478,38498.54,56.44947214076247,682,245,47,390,9680.06,17627.02,35225.37,3226.6866666666665,2937.8366666666666,3913.9300000000003,3681.17,2777.75,3681.17,1993.16,6278.39,1993.16,1.629615040870158,3.78842867892545,8.56906907314794,451.7355401485898,562.0885811566227,1559.418339445833,125,51,"['Brick, Stone, and Related Materials', 'Utilities - Electric, Gas, Water, Sanitary', 'Telecommunication Services', 'Money Transfer', 'Doctors, Physicians']",38519.55947136564,0.2514396649846981,0.4578620384045733,0.9149793732437647,0.3592375366568915,0.0689149560117302,0.5718475073313783,1733.0999999999985,28.669999999998254,0.21808339289489287,0.001629130003665047,0.5491603231856547,0.5004069510128637,54,71,1965,9,Male,9939 Mill Lane,34.05,-84.07,35710.0,72807.0,0.0,803,3,0.0
479,35664.67,39.36497792494481,906,541,56,309,10127.93,23013.39,32518.32,3375.976666666667,3835.565,3613.1466666666665,3972.24,2950.72,5022.92,2950.72,5022.92,2686.55,1.549677260185689,4.793554770104526,7.186393571385415,531.7971771581084,730.0766060832248,720.3432434437073,109,46,"['Insurance Sales, Underwriting', 'Grocery Stores, Supermarkets', 'Eating Places and Restaurants', 'Wholesale Clubs', 'Service Stations']",29014.60773480663,0.2839765515845233,0.6452713567796926,0.9117796407481129,0.5971302428256071,0.06181015452538632,0.34105960264900664,-2757.529999999999,13508.46,-0.2140032253408104,1.4212056269746332,0.44008857452118094,0.7077053796137069,57,69,1962,10,Male,936 12th Street,39.11,-76.55,30004.0,61173.0,71422.0,692,3,1.1675412355123993
480,50759.98,54.99456121343446,923,706,76,141,12540.3,30030.0,46720.33,4180.099999999999,5005.0,5191.147777777778,4929.0,3794.4300000000003,6820.62,3794.4300000000003,7160.22,3794.4300000000003,1.5441874619598295,5.092513694461351,8.478663014810307,648.6634689112685,1239.3756875459512,1231.541769914624,129,59,"['Insurance Sales, Underwriting', 'Grocery Stores, Supermarkets', 'Eating Places and Restaurants', 'Telecommunication Services', 'Money Transfer']",28350.845986984816,0.2470509247639577,0.5916077981118195,0.920416635309943,0.7648970747562297,0.08234019501625135,0.15276273022751896,-4949.4000000000015,13339.669999999998,-0.28298941662807264,0.7992454313365882,0.41759240759240757,0.6427608709099443,50,68,1969,11,Male,749 Oak Street,37.91,-122.01,42234.0,86113.0,177353.0,713,6,2.0595380488427995
483,20204.23,43.54359913793103,464,366,55,43,5580.85,12193.09,18029.69,1860.2833333333335,2032.1816666666666,2003.2988888888888,2139.8,1380.3600000000001,2650.5099999999998,1380.3600000000001,2650.5099999999998,1380.3600000000001,1.7082433553809648,4.916993822457526,7.749346092813571,417.5037753521921,416.42782670790206,404.97816386949927,80,38,"['Telecommunication Services', 'Utilities - Electric, Gas, Water, Sanitary', 'Wholesale Clubs', 'Eating Places and Restaurants', 'Drug Stores and Pharmacies']",55668.72570194385,0.2762218604717923,0.6034919420339206,0.8923720428840891,0.7887931034482759,0.11853448275862069,0.09267241379310345,-1031.3899999999994,6356.490000000002,-0.1559819365298294,1.0890741184936439,0.4577059629675497,0.6762784052304838,49,68,1971,2,Female,253 West Drive,48.53,-122.31,19604.0,39969.0,68456.0,713,3,1.7127273637068727
487,64904.08,68.7543220338983,944,573,337,34,20910.92,40463.61,59323.020000000004,6970.306666666666,6743.935,6591.446666666667,7700.2300000000005,5651.82,8289.36,5468.63,8289.36,5468.63,1.715622780098776,4.254857322443615,6.704058190469635,1144.0284000117003,1239.9292490581872,1045.4135004389414,90,55,"['Tolls and Bridge Fees', 'Eating Places and Restaurants', 'Fast Food Restaurants', 'Money Transfer', 'Utilities - Electric, Gas, Water, Sanitary']",27833.828207847295,0.3221819028942402,0.6234370782237418,0.9140106446312775,0.6069915254237288,0.3569915254237288,0.036016949152542374,1358.229999999996,21604.199999999997,0.06946512219034795,1.1455395476316594,0.516783351757295,0.682089516009131,52,68,1967,7,Male,9028 Valley Stream Avenue,42.66,-73.79,27005.0,55059.0,162462.0,735,3,2.950689260611344
488,133722.57,67.06247241725175,1994,96,92,1806,41218.89,82065.39,120019.4,13739.63,13677.565,13335.488888888889,14157.58,13497.42,14761.539999999999,12390.3,14761.539999999999,11918.18,2.0388693803916134,5.0502842473656155,7.848449817861985,363.4779458233966,788.4331102572986,975.0769677497826,86,44,"['Drug Stores and Pharmacies', 'Grocery Stores, Supermarkets', 'Wholesale Clubs', 'Department Stores', 'Service Stations']",13152.614149523331,0.30824183232493957,0.6136988692335182,0.8975253766062078,0.048144433299899696,0.04613841524573721,0.905717151454363,372.3899999999994,44111.380000000005,0.009116815394219824,1.1622323965241095,0.5022688614530437,0.6837677075539454,34,69,1985,6,Male,927 River Street,27.92,-97.29,15758.0,32126.0,54351.0,745,2,1.6918072589180104
489,20243.5,40.1656746031746,504,440,30,34,6842.42,12508.79,17269.510000000002,2280.806666666667,2084.7983333333336,1918.8344444444447,2351.31,2174.44,2351.31,1700.29,2351.31,1286.29,1.9100458893127663,4.319923787165453,6.344633417116417,93.73037519040301,259.1609996443654,357.8460871349271,70,34,"['Telecommunication Services', 'Service Stations', 'Wholesale Clubs', 'Money Transfer', 'Utilities - Electric, Gas, Water, Sanitary']",51806.361829025846,0.33800577963296863,0.6179163682169586,0.8530891397238621,0.873015873015873,0.05952380952380952,0.06746031746031746,1176.0499999999993,7748.07,0.20754910109999858,1.6274996219059297,0.5470089433110636,0.72432802088768,36,66,1983,8,Male,430 Grant Boulevard,40.87,-97.59,18024.0,36753.0,33657.0,684,4,0.9157619786139907
490,124586.38,72.0568999421631,1729,1471,80,178,34561.95,71793.03,112398.16999999998,11520.65,11965.505,12488.685555555554,12092.06,10696.42,14578.68,10696.42,16469.05,10696.42,1.8582350732629511,4.937204248076838,8.295204456478052,731.3625754029291,1384.6053326742615,1870.8088087516526,103,43,"['Betting (including Lottery Tickets, Casinos)', 'Recreational Sports, Clubs', 'Athletic Fields, Commercial Sports', 'Wholesale Clubs', 'Department Stores']",15180.555555555555,0.2774135503415381,0.576251031613568,0.9021706064499183,0.8507807981492193,0.04626951995373048,0.10294968189705032,-2669.1300000000047,31187.890000000014,-0.07169090985273607,0.7680773911874217,0.4814109391956294,0.6387384242999686,86,68,1933,9,Male,90 Lexington Drive,29.45,-98.5,29557.0,33426.0,1852.0,699,4,0.05540597139950936
491,10487.92,35.79494880546075,293,239,31,23,3021.14,6512.77,8937.5,1007.0466666666666,1085.4616666666668,993.0555555555555,1360.83,591.89,1657.1999999999998,591.89,1657.1999999999998,328.55,1.8276707661780944,5.095702064731098,7.365156024784261,388.12651987893514,395.247781090124,400.3778835397601,48,30,"['Dentists and Orthodontists', 'Utilities - Electric, Gas, Water, Sanitary', 'Service Stations', 'Money Transfer', 'Automotive Service Shops']",89227.19178082192,0.28805902409629364,0.62097823019245,0.8521708784964035,0.8156996587030717,0.10580204778156997,0.07849829351535836,-470.4900000000007,4088.040000000001,-0.13474795439379328,1.685977407793858,0.4638794245766394,0.7287015384615385,40,69,1979,6,Male,2336 George Drive,34.83,-82.37,13249.0,27013.0,58806.0,651,3,2.176951838003924
494,28267.76,36.66376134889753,771,581,38,152,8567.16,16560.53,25298.33,2855.72,2760.088333333333,2810.9255555555555,3308.5,2347.55,3921.26,1948.5,3921.26,1948.5,2.649404698515473,6.054388617920811,9.776481864071053,482.8636087965213,762.3451590301252,742.7865722923226,112,45,"['Utilities - Electric, Gas, Water, Sanitary', 'Drug Stores and Pharmacies', 'Eating Places and Restaurants', 'Wholesale Clubs', 'Automotive Service Shops']",34024.44155844156,0.3030717679787857,0.5858451465556521,0.8949534734977234,0.7535667963683528,0.04928664072632944,0.19714656290531776,573.7900000000009,7822.729999999996,0.07178324036044881,0.8952745542356191,0.5173240228422641,0.6546096125712645,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,27635.0,56347.0,32530.0,779,3,0.5773155624966724
496,19236.71,40.24416317991631,478,447,16,15,5962.07,10434.619999999999,16708.45,1987.3566666666666,1739.1033333333332,1856.4944444444445,2390.08,1442.07,2390.08,971.64,2639.43,971.64,3.1343832130201723,6.235862336779768,10.586434777784714,489.82034260872996,571.4728371031006,557.9071600210718,73,42,"['Drinking Places (Alcoholic Beverages)', 'Money Transfer', 'Utilities - Electric, Gas, Water, Sanitary', 'Wholesale Clubs', 'Drug Stores and Pharmacies']",54638.61635220126,0.3099318958387375,0.5424326716990587,0.8685710810216508,0.9351464435146444,0.03347280334728033,0.03138075313807531,1489.5200000000004,4160.789999999997,0.33303596382376965,0.663197759582264,0.5713739455773186,0.6245115495452899,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,17810.0,36319.0,44737.0,730,4,1.2317795093477244
497,44188.8,48.55912087912088,910,847,44,19,12743.75,25846.46,40340.11,4247.916666666667,4307.743333333333,4482.234444444444,4860.64,3697.31,5196.04,3202.39,6409.14,3202.39,1.6218255209190557,4.317501398992725,7.299341239013792,584.1472694734883,756.480276350063,971.7793478474309,105,47,"['Grocery Stores, Supermarkets', 'Drug Stores and Pharmacies', 'Utilities - Electric, Gas, Water, Sanitary', 'Insurance Sales, Underwriting', 'Service Stations']",28802.112211221123,0.2883932127597943,0.5849097508871025,0.9129034959084654,0.9307692307692308,0.04835164835164835,0.020879120879120878,-358.9599999999991,11352.809999999998,-0.02739585932986377,0.7832954431768393,0.4930559155876666,0.640713671826874,63,65,1956,11,Male,8414 Tenth Drive,43.54,-96.73,25692.0,52380.0,8764.0,850,6,0.16731576937762505
502,58353.25,29.98625385405961,1946,607,44,1295,17367.08,35407.94,52302.729999999996,5789.026666666668,5901.323333333334,5811.414444444444,5809.19,5774.97,6556.5,5596.74,6556.5,5249.65,1.9895871885753442,5.095159566135727,8.003446263592686,17.908674806743655,334.86962183313517,358.53927452620576,84,35,"['Automotive Service Shops', 'Eating Places and Restaurants', 'Fast Food Restaurants', 'Telecommunication Services', 'Service Stations']",13484.174807197944,0.2976197555406083,0.606786083037363,0.8963122019767535,0.3119218910585817,0.022610483042137718,0.6654676258992805,-673.7799999999988,18513.15000000001,-0.03734744352541941,1.0957904774193712,0.4904854673838693,0.6769807235683492,46,66,1974,1,Male,434 Bayview Avenue,40.93,-79.59,17870.0,36440.0,30574.0,745,2,0.8390230515916575
503,15944.460000000001,19.35007281553398,824,345,32,447,4946.08,10011.47,14654.97,1648.6933333333334,1668.5783333333331,1628.33,1667.25,1617.26,2062.88,1474.33,2062.88,1360.48,1.9666096866096865,5.00478032688559,7.789905533063427,27.36980879241376,207.6546960139999,202.38298508026813,56,32,"['Automotive Service Shops', 'Department Stores', 'Grocery Stores, Supermarkets', 'Lumber and Building Materials', 'Wholesale Clubs']",31777.472660996355,0.31020680537315154,0.6278964605888189,0.9191261416190952,0.4186893203883495,0.038834951456310676,0.5424757281553398,-119.30999999999949,5367.969999999999,-0.023553961294194403,1.1560180898029504,0.49404133458922617,0.6831450354384895,47,61,1973,2,Female,54 Valley Lane,41.83,-87.68,14497.0,29564.0,54279.0,694,2,1.83598295223921
506,65593.47,52.94065375302664,1239,808,68,363,18781.010000000002,39459.45,56734.04,6260.336666666667,6576.575,6303.782222222222,7163.45,5585.17,7401.91,5585.17,7401.91,4868.64,2.3626568215470614,6.065040097257558,9.157979076733564,813.4566378937058,704.173775363723,901.6451488637001,122,52,"['Eating Places and Restaurants', 'Family Clothing Stores', 'Wholesale Clubs', 'Department Stores', 'Fast Food Restaurants']",21155.57350565428,0.28632438564387586,0.6015758885754938,0.8649342686093601,0.6521388216303471,0.05488297013720742,0.2929782082324455,-1897.429999999993,22184.859999999993,-0.09175885608392087,1.2842481355563282,0.4759572168390589,0.6955163073174411,56,68,1964,1,Male,2742 El Camino Boulevard,42.71,-78.93,25916.0,52841.0,36288.0,733,5,0.686739463674041
509,25404.39,28.25849833147942,899,816,37,46,6982.8,14427.11,22224.37,2327.6,2404.5183333333334,2469.374444444444,2782.4,2000.61,2845.6,2000.61,3175.71,2000.61,2.4903354476884556,6.211355536561349,10.108796816970823,406.26401280448226,343.20261254347514,404.4036049886028,105,44,"['Eating Places and Restaurants', 'Money Transfer', 'Telecommunication Services', 'Grocery Stores, Supermarkets', 'Fast Food Restaurants']",29164.075723830734,0.27486587947988517,0.5678983041907324,0.874823996954857,0.9076751946607341,0.041156840934371525,0.05116796440489433,-461.5100000000002,6629.850000000002,-0.06199500020821269,0.8502794571426378,0.4840054591668047,0.6491572089557545,33,66,1986,7,Male,239 Sussex Drive,38.41,-82.43,21842.0,44534.0,107410.0,702,4,2.4118650918399425
511,86160.49,44.23023100616017,1948,1634,227,87,26043.65,51394.850000000006,77264.92,8681.216666666667,8565.808333333334,8584.99111111111,9602.73,8103.72,10060.61,7570.28,10060.61,7428.75,2.1237885621071824,5.164521661948856,8.267490284507987,806.5471748343873,1027.7519211836418,980.1353073739925,111,48,"['Money Transfer', 'Grocery Stores, Supermarkets', 'Wholesale Clubs', 'Drug Stores and Pharmacies', 'Taxicabs and Limousines']",13457.195685670262,0.3022690562692947,0.5965013662294633,0.8967558100006162,0.8388090349075975,0.11652977412731007,0.044661190965092405,692.4499999999971,25524.780000000013,0.027314288869954684,0.9866529158985662,0.5067365699092419,0.6651770298862667,66,68,1953,10,Male,153 Tenth Lane,32.21,-110.88,17460.0,35602.0,55369.0,661,5,1.5552216167631032
514,34292.33,41.41585748792271,828,674,33,121,12226.14,21096.13,30620.25,4075.3799999999997,3516.021666666667,3402.25,5424.61,3040.34,5424.61,2593.9,5424.61,2098.46,1.2538283858194414,2.888967133121091,4.644691507776596,1222.7928587050217,1014.3789599043675,943.8946352082947,87,45,"['Eating Places and Restaurants', 'Fast Food Restaurants', 'Wholesale Clubs', 'Grocery Stores, Supermarkets', 'Drug Stores and Pharmacies']",31626.311970979445,0.35652695515294525,0.6151850865776691,0.8929183289674396,0.8140096618357487,0.03985507246376811,0.1461352657004831,3356.149999999998,11572.010000000002,0.378371339764757,1.2150214403010464,0.5795442102414045,0.6889600836048041,58,72,1961,8,Male,967 Norfolk Avenue,28.08,-80.6,15840.0,32295.0,72357.0,698,4,2.2405016256386436
515,16030.61,20.1642893081761,795,534,24,237,4765.75,8523.72,13727.009999999998,1588.5833333333333,1420.62,1525.2233333333331,1912.53,1390.18,1912.53,991.39,2218.6,991.39,1.491856336894062,3.4567771485937473,6.177408981819892,282.9014440283636,294.75172908737966,353.3512110139145,62,32,"['Money Transfer', 'Automotive Service Shops', 'Service Stations', 'Grocery Stores, Supermarkets', 'Telecommunication Services']",32998.035264483624,0.29729062088092717,0.5317152622389291,0.8562999162227761,0.6716981132075471,0.03018867924528302,0.2981132075471698,1007.7800000000007,3320.4300000000003,0.2681713797608818,0.6381404841936547,0.5591162074774864,0.6209451293471776,61,63,1958,10,Male,9525 First Boulevard,32.51,-94.76,20531.0,41865.0,60911.0,676,4,1.4549384927743938
517,13350.43,23.713019538188277,563,327,28,208,4660.469999999999,7895.42,11919.82,1553.4899999999998,1315.9033333333334,1324.4244444444444,1681.08,1305.27,1681.08,891.47,1681.08,891.47,2.570502654623181,5.0488787760386735,8.132072291556536,214.9929922113738,317.84263859127935,274.7779360279456,68,36,"['Money Transfer', 'Telecommunication Services', 'Utilities - Electric, Gas, Water, Sanitary', 'Wholesale Clubs', 'Automotive Service Shops']",46572.91814946619,0.34908763238337637,0.5913981796841,0.8928416537894285,0.5808170515097691,0.0497335701598579,0.369449378330373,1425.5199999999986,3871.0200000000004,0.440662143155226,0.9618874863333666,0.5902751215261505,0.6623774520085035,33,71,1986,11,Male,87 Ocean Avenue,42.31,-83.21,11773.0,24009.0,19085.0,811,4,0.7949102419925861
519,17929.0,23.314694408322495,769,720,32,17,5220.6900000000005,10275.63,16650.53,1740.2300000000002,1712.6049999999998,1850.0588888888888,1907.99,1497.79,1934.8,1225.48,2863.77,1225.48,2.4855954439540926,5.860527844357353,10.11673198512475,215.05542727399336,287.95572651017056,447.6623033170328,67,37,"['Wholesale Clubs', 'Telecommunication Services', 'Grocery Stores, Supermarkets', 'Automotive Service Shops', 'Utilities - Electric, Gas, Water, Sanitary']",34089.21875,0.2911869038987116,0.5731290088683139,0.9286926208935244,0.9362808842652796,0.04161248374512354,0.022106631989596878,165.75000000000182,3900.7299999999996,0.0327897067027505,0.6118888139421794,0.50806519892211,0.6171353104075366,57,67,1962,6,Female,839 East Avenue,36.14,-115.03,19377.0,39508.0,18870.0,770,4,0.4776247848537005
520,29973.62,34.6515838150289,865,625,44,196,8489.52,18601.59,27441.7,2829.84,3100.265,3049.077777777778,3637.58,2203.47,3914.39,2203.47,3914.39,2203.47,2.8527958175060255,7.441952919712999,11.453856871207687,734.0566604152573,673.3956860494428,644.2412711239822,105,50,"['Telecommunication Services', 'Wholesale Clubs', 'Drug Stores and Pharmacies', 'Miscellaneous Food Stores', 'Service Stations']",30346.527777777777,0.2832330562674779,0.6205987131350835,0.9155283879624817,0.7225433526011561,0.05086705202312139,0.22658959537572254,-1622.5499999999993,9761.48,-0.1604567610785922,1.1042260786347682,0.4563867927419108,0.6778585145963989,45,66,1974,4,Male,3346 Hillside Street,40.26,-75.74,28278.0,57658.0,74288.0,766,5,1.2884248499774533
523,65963.59,61.82154639175258,1067,924,52,91,20963.39,40858.45,58751.14,6987.796666666666,6809.741666666666,6527.904444444444,7755.5199999999995,6479.1,7755.5199999999995,6135.08,7755.5199999999995,5478.54,2.235540429997993,5.306192218054976,8.067793366362611,676.4858569351854,641.6362531346456,720.2532528755269,79,38,"['Wholesale Clubs', 'Drug Stores and Pharmacies', 'Grocery Stores, Supermarkets', 'Department Stores', 'Money Transfer']",24635.62851782364,0.3178024422260826,0.6194091316133643,0.8906601353868097,0.865979381443299,0.04873477038425492,0.08528584817244611,1068.3300000000017,22965.759999999995,0.05369825474263479,1.2835275187800153,0.5130735502692834,0.6954494840440543,27,65,1992,6,Female,444 Forest Boulevard,42.77,-86.1,18877.0,38487.0,28032.0,773,4,0.728349832410944
524,18362.59,33.2655615942029,552,0,34,518,4341.98,10315.439999999999,16653.73,1447.3266666666666,1719.2399999999998,1850.4144444444444,1654.69,1211.04,2389.0499999999997,1211.04,2593.33,1211.04,2.5853316158012944,7.51783590963139,12.751593671555026,223.2347419944597,403.35349697256856,518.914122473823,75,42,"['Drinking Places (Alcoholic Beverages)', 'Antique Shops', 'Money Transfer', 'Hospitals', 'Wholesale Clubs']",47210.308529945556,0.23645792886515463,0.5617638906058459,0.9069379646335294,0.0,0.06159420289855073,0.9384057971014492,-1631.4799999999996,3977.149999999998,-0.27312144050516785,0.6274799669942519,0.42092048424497647,0.619407183856109,57,62,1962,3,Male,252 Eighth Lane,38.37,-81.81,17282.0,35239.0,43270.0,726,1,1.2279009052470276
